Date, Time, Latitude, Longitude, Altitude, Speed, Course, Type, Distance, Essential
2013/11/22, 16:44:54, -51.729553, 169.885666, 23.97,  47484.00, 339, 0, 3822.02, 1
2013/11/22, 16:51:27, -51.689812, 169.903580, -8.87,  39240.00, 354, 0, 4588.14, 1
2013/11/22, 16:58:03, -51.653572, 169.910812, -51.87,  28116.00, 331, 0, 4060.45, 1
2013/11/22, 17:04:53, -51.638962, 169.901260, 7.72,  30528.00, 306, 0, 1753.16, 1
2013/11/22, 17:12:19, -51.594395, 169.912201, -7.65,  59760.00, 11, 0, 5012.87, 1
2013/11/22, 17:18:17, -51.555973, 169.923370, -3.30,  46800.00, 21, 0, 4341.49, 1
2013/11/22, 17:24:15, -51.522079, 169.930832, -7.63,  34452.00, 306, 0, 3804.01, 1
2013/11/22, 17:30:13, -51.480217, 169.942200, 12.17,  17892.00, 25, 0, 4720.88, 1
2013/11/22, 17:36:11, -51.434116, 169.962997, 11.27,  79344.00, 32, 0, 5324.86, 1
2013/11/22, 17:42:10, -51.392639, 169.986481, 8.98,  66204.00, 35, 0, 4891.15, 1
2013/11/22, 17:48:09, -51.378536, 169.990036, 1.66,  2844.00, 76, 0, 1587.47, 1
2013/11/22, 17:54:07, -51.343422, 170.011032, 15.06,  74448.00, 39, 0, 4167.76, 1
2013/11/22, 18:01:05, -51.302055, 170.018082, 14.66,  48492.00, 345, 0, 4625.82, 1
2013/11/22, 18:08:09, -51.256882, 170.037094, 11.09,  66312.00, 21, 0, 5194.16, 1
2013/11/22, 18:14:07, -51.218296, 170.050644, 10.31,  36972.00, 329, 0, 4393.04, 1
2013/11/22, 18:20:04, -51.190586, 170.053528, 14.91,  47340.00, 24, 0, 3087.76, 1
2013/11/22, 18:26:00, -51.156502, 170.058807, 18.97,  32652.00, 243, 0, 3807.79, 1
2013/11/22, 18:31:58, -51.123085, 170.085953, 9.34,  58536.00, 31, 0, 4170.60, 1
2013/11/22, 18:37:55, -51.084538, 170.095413, 21.43,  38844.00, 15, 0, 4336.82, 
2013/11/22, 18:43:52, -51.046593, 170.104507, 19.86,  50508.00, 341, 0, 4266.88, 1
2013/11/22, 18:49:49, -51.018650, 170.105682, 15.68,  42804.00, 265, 0, 3108.21, 1
2013/11/22, 18:55:47, -50.982498, 170.112137, 14.56,  74268.00, 54, 0, 4045.22, 1
2013/11/22, 19:01:46, -50.947021, 170.114502, 21.64,  52056.00, 3, 0, 3948.34, 1
2013/11/22, 19:07:43, -50.906841, 170.126068, 15.82,  33156.00, 346, 0, 4540.76, 1
2013/11/22, 19:13:50, -50.874615, 170.118927, 7.79,  52092.00, 20, 0, 3618.21, 1
2013/11/22, 19:19:57, -50.848358, 170.122070, -1.71,  43668.00, 0, 0, 2927.97, 1
2013/11/22, 19:26:47, -50.814587, 170.121185, -16.55,  51192.00, 64, 0, 3755.68, 1
2013/11/22, 19:35:09, -50.762291, 170.123901, -16.95,  57600.00, 18, 0, 5818.18, 1
2013/11/22, 19:46:33, -50.691025, 170.137222, 14.40,  40428.00, 343, 0, 7979.70, 1
2013/11/22, 19:58:07, -50.625469, 170.158646, 10.83,  42048.00, 350, 0, 7444.29, 1
2013/11/22, 20:04:10, -50.585518, 170.172348, 13.98,  62460.00, 35, 0, 4546.37, 1
2013/11/22, 20:10:15, -50.548412, 170.175583, 9.50,  52992.00, 354, 0, 4132.32, 1
2013/11/22, 20:16:58, -50.521564, 170.171860, 3.89,  38340.00, 312, 0, 2996.93, 1
2013/11/22, 20:27:01, -50.472416, 170.177475, 4.63,  0.00, 72, 0, 5479.42, 1
2013/11/22, 20:32:58, -50.446609, 170.174393, 8.31,  57168.00, 15, 0, 2877.89, 1
2013/11/22, 20:39:17, -50.413624, 170.166992, 7.33,  19980.00, 300, 0, 3705.04, 1
2013/11/22, 20:47:02, -50.368786, 170.174347, -2.92,  35856.00, 329, 0, 5012.95, 1
2013/11/22, 20:54:27, -50.324287, 170.180664, 8.22,  73296.00, 29, 0, 4968.32, 1
2013/11/22, 21:00:26, -50.284184, 170.190994, -0.95,  37548.00, 226, 0, 4519.20, 1
2013/11/22, 21:06:23, -50.257782, 170.196320, 24.47,  16236.00, 273, 0, 2960.07, 1
2013/11/22, 21:12:21, -50.233391, 170.189636, -2.96,  37368.00, 223, 0, 2753.49, 
2013/11/22, 21:18:19, -50.208385, 170.183060, 4.17,  67464.00, 19, 0, 2819.63, 1
2013/11/22, 21:24:17, -50.177036, 170.182938, 5.41,  57600.00, 23, 0, 3485.86, 1
2013/11/22, 21:30:15, -50.146526, 170.186218, 7.08,  48096.00, 16, 0, 3400.59, 1
2013/11/22, 21:36:13, -50.119102, 170.186020, 8.62,  23112.00, 359, 0, 3049.44, 1
2013/11/22, 21:42:11, -50.090313, 170.184433, 15.37,  28692.00, 305, 0, 3203.19, 1
2013/11/22, 21:48:09, -50.074787, 170.188416, 7.13,  46980.00, 337, 0, 1749.65, 1
2013/11/22, 21:54:07, -50.052990, 170.191467, 2.10,  39024.00, 15, 0, 2433.48, 1
2013/11/22, 22:00:08, -50.027748, 170.191910, 3.82,  32760.00, 337, 0, 2806.96, 
2013/11/22, 22:06:07, -50.007122, 170.191772, 1.67,  0.00, 222, 0, 2293.53, 1
2013/11/22, 22:12:06, -50.006737, 170.192230, 11.57,  0.00, 48, 0, 53.89, 
2013/11/22, 22:18:06, -50.006184, 170.192520, 9.06,  0.00, 247, 0, 64.89, 
2013/11/22, 22:24:07, -50.005806, 170.192764, 11.40,  3384.00, 284, 0, 45.51, 
2013/11/22, 22:30:30, -50.004574, 170.193298, 24.45,  3600.00, 28, 0, 142.21, 1
2013/11/22, 22:36:54, -50.004406, 170.192780, 22.48,  2880.00, 267, 0, 41.47, 
2013/11/22, 22:43:28, -50.003975, 170.192947, 0.06,  1908.00, 325, 0, 49.39, 
2013/11/22, 22:51:40, -50.003479, 170.192505, 13.26,  2916.00, 73, 0, 63.56, 1
2013/11/22, 22:57:39, -50.003071, 170.192566, 7.51,  1296.00, 185, 0, 45.58, 
2013/11/22, 23:03:42, -50.002605, 170.192719, 13.00,  3708.00, 114, 0, 52.96, 1
2013/11/22, 23:09:41, -50.002102, 170.192978, 14.91,  3420.00, 53, 0, 58.91, 
2013/11/22, 23:15:40, -50.001659, 170.193192, 5.51,  3456.00, 334, 0, 51.58, 
2013/11/22, 23:21:38, -50.001125, 170.193344, 1.77,  2556.00, 266, 0, 60.36, 1
2013/11/22, 23:27:36, -50.000809, 170.193512, 12.85,  1224.00, 223, 0, 37.13, 
2013/11/22, 23:33:36, -50.000515, 170.193954, -0.82,  2628.00, 252, 0, 45.46, 
2013/11/22, 23:39:36, -50.000229, 170.194199, -8.29,  2592.00, 137, 0, 36.30, 
2013/11/22, 23:45:35, -50.000004, 170.194443, -18.42,  3060.00, 348, 0, 30.50, 
2013/11/22, 23:51:35, -49.999786, 170.194916, 10.34,  3348.00, 84, 0, 41.60, 1
2013/11/22, 23:57:33, -49.982353, 170.201889, 9.86,  48168.00, 45, 0, 2001.53, 
2013/11/23, 00:03:37, -49.957462, 170.211960, 11.10,  33012.00, 16, 0, 2859.94, 1
2013/11/23, 00:09:35, -49.929600, 170.215775, 13.64,  43524.00, 359, 0, 3110.12, 1
2013/11/23, 00:15:32, -49.905384, 170.215820, 12.03,  36828.00, 356, 0, 2692.70, 1
2013/11/23, 00:21:33, -49.883053, 170.214066, -33.31,  0.00, 0, 0, 2486.27, 
2013/11/23, 00:27:34, -49.872334, 170.213501, 10.70,  2160.00, 99, 0, 1192.59, 1
2013/11/23, 00:33:32, -49.871971, 170.214172, 17.73,  3420.00, 216, 0, 62.78, 1
2013/11/23, 00:39:31, -49.872318, 170.214401, 7.83,  720.00, 96, 0, 41.93, 
2013/11/23, 00:45:30, -49.864452, 170.215149, -27.08,  37476.00, 332, 0, 876.30, 1
2013/11/23, 00:51:28, -49.834721, 170.217041, 46.11,  53280.00, 341, 0, 3308.72, 
2013/11/23, 00:57:26, -49.810402, 170.218903, 14.94,  21672.00, 196, 0, 2707.45, 1
2013/11/23, 01:03:29, -49.777943, 170.228134, 5.09,  40284.00, 35, 0, 3669.59, 1
2013/11/23, 01:09:27, -49.744553, 170.247559, 13.64,  75240.00, 41, 0, 3966.32, 1
2013/11/23, 01:15:26, -49.727722, 170.253723, 12.49,  0.00, 164, 0, 1923.23, 1
2013/11/23, 01:21:24, -49.701496, 170.260498, 35.75,  67464.00, 31, 0, 2956.60, 1
2013/11/23, 01:27:23, -49.674274, 170.260712, 13.64,  27720.00, 30, 0, 3026.99, 1
2013/11/23, 01:33:29, -49.650238, 170.261871, 17.96,  33912.00, 358, 0, 2673.98, 
2013/11/23, 01:39:36, -49.618904, 170.263062, 15.00,  41760.00, 350, 0, 3485.24, 1
2013/11/23, 01:46:21, -49.590946, 170.266846, -18.81,  54828.00, 6, 0, 3120.72, 1
2013/11/23, 01:53:50, -49.562199, 170.263306, -14.12,  26568.00, 307, 0, 3206.69, 1
2013/11/23, 02:00:53, -49.528778, 170.273087, 4.52,  51552.00, 7, 0, 3782.65, 1
2013/11/23, 02:12:04, -49.467278, 170.296265, 9.86,  62028.00, 42, 0, 7040.37, 1
2013/11/23, 02:18:02, -49.432690, 170.307922, 1.29,  40536.00, 335, 0, 3937.24, 1
2013/11/23, 02:24:00, -49.399578, 170.317062, 6.12,  51984.00, 348, 0, 3740.78, 1
2013/11/23, 02:29:58, -49.383293, 170.318329, 4.24,  3780.00, 157, 0, 1813.13, 1
2013/11/23, 02:35:57, -49.373508, 170.319870, 18.11,  51228.00, 353, 0, 1093.75, 1
2013/11/23, 02:41:55, -49.343964, 170.316940, 3.42,  42732.00, 331, 0, 3291.99, 1
2013/11/23, 02:47:53, -49.316574, 170.317368, 8.63,  13752.00, 304, 0, 3045.79, 1
2013/11/23, 02:53:51, -49.289883, 170.315048, 15.35,  32256.00, 317, 0, 2972.67, 1
2013/11/23, 02:59:49, -49.261299, 170.313812, 5.63,  29880.00, 351, 0, 3179.66, 1
2013/11/23, 03:05:50, -49.239491, 170.314651, 12.85,  33228.00, 323, 0, 2425.70, 1
2013/11/23, 03:11:48, -49.200996, 170.328964, 5.14,  63144.00, 23, 0, 4404.86, 1
2013/11/23, 03:17:46, -49.167072, 170.335388, 7.92,  46980.00, 356, 0, 3800.96, 1
2013/11/23, 03:23:44, -49.140144, 170.333344, 10.82,  46368.00, 6, 0, 2997.94, 1
2013/11/23, 03:29:46, -49.131260, 170.333725, 5.37,  3708.00, 52, 0, 988.24, 1
2013/11/23, 03:35:44, -49.110279, 170.336807, 12.51,  33228.00, 14, 0, 2343.74, 1
2013/11/23, 03:41:42, -49.081665, 170.332443, 16.27,  48564.00, 33, 0, 3197.56, 
2013/11/23, 03:47:39, -49.053936, 170.328110, 10.55,  43596.00, 332, 0, 3099.44, 1
2013/11/23, 03:53:37, -49.019451, 170.324066, 22.85,  50148.00, 21, 0, 3845.87, 1
2013/11/23, 03:59:35, -48.984623, 170.327805, 5.11,  32868.00, 317, 0, 3882.29, 1
2013/11/23, 04:05:59, -48.947521, 170.333847, -27.68,  63144.00, 44, 0, 4149.06, 1
2013/11/23, 04:12:21, -48.911182, 170.334488, -27.89,  53496.00, 6, 0, 4040.98, 1
2013/11/23, 04:19:02, -48.876186, 170.336029, 9.08,  43344.00, 346, 0, 3893.01, 1
2013/11/23, 04:26:28, -48.840153, 170.326569, 7.67,  53460.00, 355, 0, 4066.02, 1
2013/11/23, 04:32:26, -48.810734, 170.330383, 6.62,  35460.00, 245, 0, 3283.14, 1
2013/11/23, 04:38:27, -48.773804, 170.342926, -18.87,  42084.00, 326, 0, 4207.97, 1
2013/11/23, 04:44:28, -48.757961, 170.332672, 3.80,  45720.00, 23, 0, 1915.27, 1
2013/11/23, 04:50:50, -48.725899, 170.332596, 11.08,  39204.00, 238, 0, 3565.14, 1
2013/11/23, 04:57:33, -48.687290, 170.334717, 10.55,  44460.00, 359, 0, 4295.95, 1
2013/11/23, 05:05:04, -48.644260, 170.339447, -0.88,  66456.00, 38, 0, 4797.31, 1
2013/11/23, 05:11:03, -48.610531, 170.337112, 1.40,  47556.00, 354, 0, 3754.42, 1
2013/11/23, 05:17:02, -48.577698, 170.331268, 12.58,  29088.00, 343, 0, 3676.07, 1
2013/11/23, 05:23:02, -48.551041, 170.319534, 9.52,  25308.00, 348, 0, 3087.33, 1
2013/11/23, 05:29:01, -48.522163, 170.311066, 6.94,  39276.00, 281, 0, 3271.05, 1
2013/11/23, 05:35:01, -48.495605, 170.296844, -3.43,  55152.00, 36, 0, 3133.46, 1
2013/11/23, 05:41:01, -48.464249, 170.289093, 11.69,  21888.00, 331, 0, 3533.13, 1
2013/11/23, 05:47:01, -48.435322, 170.280945, 12.18,  39096.00, 336, 0, 3272.19, 1
2013/11/23, 05:53:01, -48.413788, 170.267426, 2.91,  46764.00, 349, 0, 2593.96, 1
2013/11/23, 05:59:01, -48.390930, 170.255630, 10.94,  44712.00, 314, 0, 2686.73, 1
2013/11/23, 06:05:56, -48.359848, 170.238220, 13.86,  44676.00, 345, 0, 3687.63, 1
2013/11/23, 06:12:39, -48.329979, 170.224243, 5.28,  42984.00, 259, 0, 3478.21, 1
2013/11/23, 06:18:39, -48.313389, 170.203537, 5.20,  50508.00, 4, 0, 2397.27, 1
2013/11/23, 06:24:40, -48.290939, 170.185684, 0.29,  37260.00, 329, 0, 2824.08, 1
2013/11/23, 06:30:41, -48.266819, 170.171921, -2.61,  53460.00, 354, 0, 2868.89, 
2013/11/23, 06:36:42, -48.242390, 170.158096, 0.02,  26964.00, 322, 0, 2902.82, 1
2013/11/23, 06:42:43, -48.211636, 170.147430, 4.38,  36648.00, 346, 0, 3509.77, 1
2013/11/23, 06:49:26, -48.192715, 170.122314, 4.20,  38844.00, 346, 0, 2809.14, 1
2013/11/23, 06:56:33, -48.177475, 170.093567, 15.07,  49428.00, 311, 0, 2722.82, 1
2013/11/23, 07:02:38, -48.164055, 170.065582, 12.87,  40068.00, 318, 0, 2556.09, 1
2013/11/23, 07:08:38, -48.146725, 170.040787, 6.65,  51912.00, 352, 0, 2663.89, 1
2013/11/23, 07:14:38, -48.137371, 170.015869, 6.78,  45468.00, 1, 0, 2121.37, 1
2013/11/23, 07:20:38, -48.128822, 169.987808, 5.60,  29628.00, 334, 0, 2289.16, 1
2013/11/23, 07:26:38, -48.117798, 169.960602, 15.93,  34920.00, 226, 0, 2362.32, 1
2013/11/23, 07:32:39, -48.104755, 169.934296, 4.21,  48060.00, 41, 0, 2432.65, 1
2013/11/23, 07:38:40, -48.092842, 169.912048, 7.70,  32976.00, 319, 0, 2117.64, 1
2013/11/23, 07:44:42, -48.085541, 169.883209, 6.42,  38880.00, 331, 0, 2290.71, 1
2013/11/23, 07:50:43, -48.073597, 169.856415, 8.48,  48312.00, 213, 0, 2392.90, 1
2013/11/23, 07:56:45, -48.063728, 169.829361, 2.07,  41688.00, 314, 0, 2290.27, 1
2013/11/23, 08:03:23, -48.057602, 169.798874, 12.03,  40428.00, 307, 0, 2365.87, 1
2013/11/23, 08:09:25, -48.061909, 169.769714, 0.90,  38304.00, 259, 0, 2219.39, 1
2013/11/23, 08:15:27, -48.054150, 169.741745, 12.77,  45828.00, 357, 0, 2250.60, 1
2013/11/23, 08:21:29, -48.051273, 169.709045, 6.02,  45720.00, 294, 0, 2451.48, 1
2013/11/23, 08:27:31, -48.050213, 169.680008, 7.07,  43884.00, 220, 0, 2161.56, 1
2013/11/23, 08:33:33, -48.047123, 169.655075, 2.58,  46908.00, 251, 0, 1884.94, 1
2013/11/23, 08:39:35, -48.039780, 169.636856, 21.72,  37944.00, 201, 0, 1581.50, 1
2013/11/23, 08:45:38, -48.030514, 169.609238, -19.79,  49284.00, 220, 0, 2297.48, 1
2013/11/23, 08:51:40, -48.036018, 169.600021, 3.38,  4464.00, 44, 0, 918.83, 1
2013/11/23, 08:57:42, -48.037437, 169.593735, 17.80,  36000.00, 261, 0, 493.29, 1
2013/11/23, 09:03:46, -48.031105, 169.566956, 6.87,  33624.00, 269, 0, 2111.96, 1
2013/11/23, 09:09:46, -48.035606, 169.540741, 4.26,  25488.00, 348, 0, 2012.47, 
2013/11/23, 09:15:46, -48.040127, 169.517471, -4.28,  31284.00, 287, 0, 1801.66, 1
2013/11/23, 09:22:06, -48.035332, 169.490555, 4.13,  29088.00, 248, 0, 2071.00, 1
2013/11/23, 09:28:13, -48.025467, 169.459076, -16.57,  49572.00, 176, 0, 2585.06, 1
2013/11/23, 09:34:52, -48.012287, 169.431015, 19.77,  37152.00, 270, 0, 2550.25, 1
2013/11/23, 09:42:58, -47.998512, 169.391449, 4.07,  35856.00, 260, 0, 3318.23, 
2013/11/23, 09:53:26, -47.980125, 169.340912, 7.13,  0.00, 0, 0, 4280.74, 
2013/11/23, 09:59:27, -47.971706, 169.316208, 1.33,  43056.00, 214, 0, 2063.50, 1
2013/11/23, 10:05:28, -47.968105, 169.308365, -1.32,  1548.00, 127, 0, 708.00, 1
2013/11/23, 10:11:28, -47.967613, 169.311417, 7.20,  4788.00, 94, 0, 233.72, 
2013/11/23, 10:17:28, -47.967339, 169.313934, 19.05,  2772.00, 73, 0, 189.85, 
2013/11/23, 10:23:31, -47.967110, 169.316727, -5.52,  3240.00, 85, 0, 209.50, 
2013/11/23, 10:29:34, -47.966621, 169.319214, -18.08,  1332.00, 53, 0, 192.98, 
2013/11/23, 10:35:38, -47.966469, 169.321518, -2.97,  3060.00, 57, 0, 172.37, 1
2013/11/23, 10:41:43, -47.971130, 169.325668, 44.23,  0.00, 59, 0, 603.38, 1
2013/11/23, 10:47:48, -47.971573, 169.327881, 64.39,  0.00, 92, 0, 171.95, 
2013/11/23, 10:53:52, -47.971386, 169.330109, -14.91,  0.00, 16, 0, 167.16, 
2013/11/23, 10:59:56, -47.970695, 169.332458, -145.34,  1656.00, 22, 0, 191.01, 
2013/11/23, 11:05:25, -47.970570, 169.334991, 18.93,  0.00, 79, 0, 189.08, 1
2013/11/23, 11:10:34, -47.970520, 169.337097, 1.55,  0.00, 214, 0, 156.88, 
2013/11/23, 11:15:43, -47.970928, 169.338928, 96.43,  0.00, 102, 0, 143.66, 
2013/11/23, 11:20:53, -47.970703, 169.341019, 14.11,  0.00, 105, 0, 157.66, 
2013/11/23, 11:26:02, -47.970989, 169.342819, 16.22,  0.00, 348, 0, 137.72, 
2013/11/23, 11:31:11, -47.971214, 169.344604, 19.70,  2232.00, 91, 0, 135.22, 
